id,audio_filepath,duration,class,audio_file_name
id_j9n9ulns0d,id_j9n9ulns0d.wav,1.477833333333333,down,id_j9n9ulns0d.wav
id_tdt9xzqyea,id_tdt9xzqyea.wav,2.274,go,id_tdt9xzqyea.wav
id_2uzxhxiovt,id_2uzxhxiovt.wav,1.899,left,id_2uzxhxiovt.wav
id_g6b08j6pvg,id_g6b08j6pvg.wav,1.984,up,id_g6b08j6pvg.wav
id_3j3gnx3z7o,id_3j3gnx3z7o.wav,1.664,yes,id_3j3gnx3z7o.wav
id_0ljduonxza,id_0ljduonxza.wav,1.934,right,id_0ljduonxza.wav
id_5xoyzqteey,id_5xoyzqteey.wav,2.133,stop,id_5xoyzqteey.wav
id_df0ryepsko,id_df0ryepsko.wav,1.574,left,id_df0ryepsko.wav
id_nfosjtu62e,id_nfosjtu62e.wav,2.134,stop,id_nfosjtu62e.wav
id_05tt5tpgxm,id_05tt5tpgxm.wav,2.074,no,id_05tt5tpgxm.wav
id_whi9cmpvnn,id_whi9cmpvnn.wav,1.634,down,id_whi9cmpvnn.wav
id_qnj0ymo9hw,id_qnj0ymo9hw.wav,1.899,left,
id_63n65pcq1r,id_63n65pcq1r.wav,1.298,no,id_63n65pcq1r.wav
id_risnfx4p7v,id_risnfx4p7v.wav,1.338,left,id_risnfx4p7v.wav
id_91o09dw5vt,id_91o09dw5vt.wav,1.078,up,id_91o09dw5vt.wav
id_5ee4abrx3q,id_5ee4abrx3q.wav,1.834,up,id_5ee4abrx3q.wav
id_7ncnk63dw0,id_7ncnk63dw0.wav,1.138,stop,id_7ncnk63dw0.wav
id_mrcnn97ush,id_mrcnn97ush.wav,1.278,go,
id_mh20is4kwl,id_mh20is4kwl.wav,1.554,up,id_mh20is4kwl.wav
id_15kebpxccz,id_15kebpxccz.wav,1.834,up,id_15kebpxccz.wav
id_ip56er1awa,id_ip56er1awa.wav,2.347,up,id_ip56er1awa.wav
id_6kjs12mlza,id_6kjs12mlza.wav,2.176,down,
id_xyya8g5yqp,id_xyya8g5yqp.wav,1.554,up,id_xyya8g5yqp.wav
id_9emk3enfwp,id_9emk3enfwp.wav,1.974,left,id_9emk3enfwp.wav
id_8212l02oaq,id_8212l02oaq.wav,1.494,no,id_8212l02oaq.wav
id_whzfir0ns5,id_whzfir0ns5.wav,1.358,down,
id_0v32ht865b,id_0v32ht865b.wav,2.274,go,id_0v32ht865b.wav
id_z4sbq39w7p,id_z4sbq39w7p.wav,1.574,left,
id_9rwnuvg43x,id_9rwnuvg43x.wav,1.494,no,id_9rwnuvg43x.wav
id_rh1p0lwvk3,id_rh1p0lwvk3.wav,1.578,up,id_rh1p0lwvk3.wav
id_gs5xjznv7t,id_gs5xjznv7t.wav,1.138,stop,id_gs5xjznv7t.wav
id_ycz1bb1hq6,id_ycz1bb1hq6.wav,1.664,no,
id_l5j69qbylw,id_l5j69qbylw.wav,2.133,stop,id_l5j69qbylw.wav
id_tyv8k3xvgx,id_tyv8k3xvgx.wav,1.574,left,id_tyv8k3xvgx.wav
id_xuwoq4tlms,id_xuwoq4tlms.wav,1.674,yes,id_xuwoq4tlms.wav
id_sdeq3rt2v4,id_sdeq3rt2v4.wav,1.238,right,id_sdeq3rt2v4.wav
id_qrluqzixsb,id_qrluqzixsb.wav,2.118,go,id_qrluqzixsb.wav
id_kt4rdfmzkw,id_kt4rdfmzkw.wav,1.6,go,id_kt4rdfmzkw.wav
id_n4pylqh4yk,id_n4pylqh4yk.wav,1.078,no,id_n4pylqh4yk.wav
id_t8r9wfvfuh,id_t8r9wfvfuh.wav,1.554,up,id_t8r9wfvfuh.wav
id_mg70o3jw50,id_mg70o3jw50.wav,1.574,left,id_mg70o3jw50.wav
id_aggi9tjrcf,id_aggi9tjrcf.wav,1.138,stop,id_aggi9tjrcf.wav
id_tepw979vjo,id_tepw979vjo.wav,2.378,yes,id_tepw979vjo.wav
id_3d9uxougfk,id_3d9uxougfk.wav,2.133,stop,id_3d9uxougfk.wav
id_bjdjhfx8h6,id_bjdjhfx8h6.wav,1.934,right,id_bjdjhfx8h6.wav
id_q4ak1vob30,id_q4ak1vob30.wav,1.138,stop,id_q4ak1vob30.wav
id_zndt1ppqwh,id_zndt1ppqwh.wav,2.274,go,id_zndt1ppqwh.wav
id_vlaydsl7df,id_vlaydsl7df.wav,1.38,go,id_vlaydsl7df.wav
id_3ebue86yop,id_3ebue86yop.wav,2.176,down,id_3ebue86yop.wav
id_ee9hh0q2yh,id_ee9hh0q2yh.wav,1.078,up,id_ee9hh0q2yh.wav
id_82fzfzwp0o,id_82fzfzwp0o.wav,2.347,up,id_82fzfzwp0o.wav
id_xk0pdsoz1c,id_xk0pdsoz1c.wav,1.834,up,id_xk0pdsoz1c.wav
id_o5tf7h4gcz,id_o5tf7h4gcz.wav,1.674,yes,id_o5tf7h4gcz.wav
id_0ys5iaxv49,id_0ys5iaxv49.wav,1.238,right,id_0ys5iaxv49.wav
id_n5dhfcq5j9,id_n5dhfcq5j9.wav,1.792,right,id_n5dhfcq5j9.wav
id_nym5kkp2fc,id_nym5kkp2fc.wav,1.078,up,id_nym5kkp2fc.wav
id_qrm4dabunc,id_qrm4dabunc.wav,1.664,no,id_qrm4dabunc.wav
id_k6g73lh8jy,id_k6g73lh8jy.wav,1.298,no,
id_pfk6ljdh18,id_pfk6ljdh18.wav,2.6666666666666665,go,id_pfk6ljdh18.wav
id_zu2w9su6ey,id_zu2w9su6ey.wav,2.118,go,id_zu2w9su6ey.wav
id_60cvic9g3o,id_60cvic9g3o.wav,1.984,up,id_60cvic9g3o.wav
id_lexuekyfr6,id_lexuekyfr6.wav,1.354,yes,id_lexuekyfr6.wav
id_8ve0889sme,id_8ve0889sme.wav,2.347,up,id_8ve0889sme.wav
id_5qk068w5xj,id_5qk068w5xj.wav,1.934,right,id_5qk068w5xj.wav
id_rk4ia33cuz,id_rk4ia33cuz.wav,1.654,right,id_rk4ia33cuz.wav
id_wfe5v36ie0,id_wfe5v36ie0.wav,2.118,go,id_wfe5v36ie0.wav
id_iglci38p56,id_iglci38p56.wav,2.133,yes,id_iglci38p56.wav
id_aa33191f85,id_aa33191f85.wav,2.133,yes,id_aa33191f85.wav
id_z0buk6mbjj,id_z0buk6mbjj.wav,2.667,go,id_z0buk6mbjj.wav
id_hliqnln1x6,id_hliqnln1x6.wav,2.118,go,
id_aioqhe5fpr,id_aioqhe5fpr.wav,2.074,no,id_aioqhe5fpr.wav
id_6nahb6vdec,id_6nahb6vdec.wav,2.133,stop,id_6nahb6vdec.wav
id_btxs86oah5,id_btxs86oah5.wav,1.078,up,id_btxs86oah5.wav
id_o18uucnp2a,id_o18uucnp2a.wav,1.354,yes,id_o18uucnp2a.wav
id_ratil1xrxd,id_ratil1xrxd.wav,2.854,stop,id_ratil1xrxd.wav
id_p8kcydj3sz,id_p8kcydj3sz.wav,1.634,down,
id_1s6jfzkphf,id_1s6jfzkphf.wav,1.654,right,id_1s6jfzkphf.wav
id_nv1j8ticcv,id_nv1j8ticcv.wav,1.278,go,
id_l3orr1mnl9,id_l3orr1mnl9.wav,2.074,no,id_l3orr1mnl9.wav
id_96odd0zzbi,id_96odd0zzbi.wav,1.478,down,id_96odd0zzbi.wav
id_1kqvdruu1m,id_1kqvdruu1m.wav,2.176,down,
id_jql66ek2q0,id_jql66ek2q0.wav,1.834,up,id_jql66ek2q0.wav
id_6pctla3agq,id_6pctla3agq.wav,2.112,stop,id_6pctla3agq.wav
id_ihp53l0yu0,id_ihp53l0yu0.wav,2.178,right,id_ihp53l0yu0.wav
id_i43nn6u1hy,id_i43nn6u1hy.wav,1.974,left,id_i43nn6u1hy.wav
id_hbbgzlew6i,id_hbbgzlew6i.wav,1.834,up,id_hbbgzlew6i.wav
id_qc3ywde5zh,id_qc3ywde5zh.wav,1.984,up,id_qc3ywde5zh.wav
id_5lkw67yois,id_5lkw67yois.wav,1.578,yes,id_5lkw67yois.wav
id_m7gg753mg2,id_m7gg753mg2.wav,1.934,right,id_m7gg753mg2.wav
id_fjz8f1vncl,id_fjz8f1vncl.wav,1.899,left,
id_d6yuwdypkg,id_d6yuwdypkg.wav,1.6,go,id_d6yuwdypkg.wav
id_gs8kvw0fzs,id_gs8kvw0fzs.wav,1.494,no,id_gs8kvw0fzs.wav
id_8j61i3mzoc,id_8j61i3mzoc.wav,1.38,go,id_8j61i3mzoc.wav
id_02dsqk6glx,id_02dsqk6glx.wav,1.654,right,id_02dsqk6glx.wav
id_2jujyl5291,id_2jujyl5291.wav,1.914,stop,id_2jujyl5291.wav
id_ir7qxwb7u9,id_ir7qxwb7u9.wav,1.238,right,id_ir7qxwb7u9.wav
id_s4t31db47d,id_s4t31db47d.wav,1.984,up,id_s4t31db47d.wav
id_hqhmm8r939,id_hqhmm8r939.wav,1.354,yes,id_hqhmm8r939.wav
id_ivh9fnic1i,id_ivh9fnic1i.wav,2.074,no,id_ivh9fnic1i.wav
id_pvrphbworu,id_pvrphbworu.wav,1.278,go,id_pvrphbworu.wav
id_0b1977oh0o,id_0b1977oh0o.wav,1.934,right,id_0b1977oh0o.wav
id_1u378agco6,id_1u378agco6.wav,2.261,right,id_1u378agco6.wav
id_k03snj2lrs,id_k03snj2lrs.wav,2.854,stop,
id_np6w09xtih,id_np6w09xtih.wav,1.358,down,id_np6w09xtih.wav
id_x5dpq7a2s8,id_x5dpq7a2s8.wav,1.078,up,id_x5dpq7a2s8.wav
id_miyv5i8p7a,id_miyv5i8p7a.wav,1.792,right,id_miyv5i8p7a.wav
id_wxjrufrvzy,id_wxjrufrvzy.wav,1.674,yes,id_wxjrufrvzy.wav
id_52cdlb4e9r,id_52cdlb4e9r.wav,1.974,left,id_52cdlb4e9r.wav
id_8sfj87808z,id_8sfj87808z.wav,1.354,yes,id_8sfj87808z.wav
id_vwzpjf1tzy,id_vwzpjf1tzy.wav,2.378,yes,id_vwzpjf1tzy.wav
id_412oa0okwr,id_412oa0okwr.wav,1.664,no,id_412oa0okwr.wav
id_e3bmz2dbvy,id_e3bmz2dbvy.wav,1.6735,yes,id_e3bmz2dbvy.wav
id_gjai2dihgn,id_gjai2dihgn.wav,2.112,stop,id_gjai2dihgn.wav
id_6ch7wax99y,id_6ch7wax99y.wav,1.578,yes,id_6ch7wax99y.wav
id_xugrz304np,id_xugrz304np.wav,2.998,left,id_xugrz304np.wav
id_t3zb2t3szx,id_t3zb2t3szx.wav,1.3378333333333334,left,id_t3zb2t3szx.wav
id_0924afyxhh,id_0924afyxhh.wav,1.654,right,id_0924afyxhh.wav
id_tityk3lg9c,id_tityk3lg9c.wav,1.664,no,id_tityk3lg9c.wav
id_dhpg74n3je,id_dhpg74n3je.wav,2.178,right,id_dhpg74n3je.wav
id_9ys01fme4l,id_9ys01fme4l.wav,2.027,down,
id_yvgr4c9ahk,id_yvgr4c9ahk.wav,1.338,left,
id_ux0d8uhqzd,id_ux0d8uhqzd.wav,1.9735,left,id_ux0d8uhqzd.wav
id_luojjntlcq,id_luojjntlcq.wav,1.634,down,
id_u5tit8oyr7,id_u5tit8oyr7.wav,2.133,stop,id_u5tit8oyr7.wav
id_udrb5przwa,id_udrb5przwa.wav,1.478,down,id_udrb5przwa.wav
id_le5089ermx,id_le5089ermx.wav,1.238,right,id_le5089ermx.wav
id_mspt0fcqq2,id_mspt0fcqq2.wav,1.278,go,id_mspt0fcqq2.wav
id_14i029t9cs,id_14i029t9cs.wav,2.274,go,id_14i029t9cs.wav
id_8qsxj1nfqr,id_8qsxj1nfqr.wav,2.274,down,id_8qsxj1nfqr.wav
id_arkaweiibd,id_arkaweiibd.wav,1.38,go,id_arkaweiibd.wav
id_v8hkj5kl4z,id_v8hkj5kl4z.wav,1.278,go,
id_0eew558uz9,id_0eew558uz9.wav,1.674,yes,
id_6p1qieof7c,id_6p1qieof7c.wav,2.074,no,id_6p1qieof7c.wav
id_dmnizn30vr,id_dmnizn30vr.wav,1.664,yes,id_dmnizn30vr.wav
id_4k46veghq8,id_4k46veghq8.wav,2.378,yes,id_4k46veghq8.wav
id_l4u4z3pybb,id_l4u4z3pybb.wav,2.069,no,id_l4u4z3pybb.wav
id_y5qhx29dkr,id_y5qhx29dkr.wav,2.133,stop,id_y5qhx29dkr.wav
id_kp1r7k2kwv,id_kp1r7k2kwv.wav,1.934,right,id_kp1r7k2kwv.wav
id_lqx9t6fpdu,id_lqx9t6fpdu.wav,2.178,right,
id_jkx3qu5j5z,id_jkx3qu5j5z.wav,1.478,down,
id_ravzyzkr7p,id_ravzyzkr7p.wav,2.178,right,id_ravzyzkr7p.wav
id_w251sqtfla,id_w251sqtfla.wav,1.078,up,id_w251sqtfla.wav
id_ntxmi73ayi,id_ntxmi73ayi.wav,2.2613333333333334,right,id_ntxmi73ayi.wav
id_mca4sxvirw,id_mca4sxvirw.wav,1.494,no,id_mca4sxvirw.wav
id_djqlhpi29y,id_djqlhpi29y.wav,1.578,yes,id_djqlhpi29y.wav
id_y9hs5ehnw4,id_y9hs5ehnw4.wav,1.078,up,id_y9hs5ehnw4.wav
id_hpmgl25g34,id_hpmgl25g34.wav,1.298,no,id_hpmgl25g34.wav
id_3x3aprpu2t,id_3x3aprpu2t.wav,1.578,yes,id_3x3aprpu2t.wav
id_izaqhyxiux,id_izaqhyxiux.wav,1.0778333333333334,no,id_izaqhyxiux.wav
id_9pm7lqia8d,id_9pm7lqia8d.wav,2.274,down,
id_100xe0ykjf,id_100xe0ykjf.wav,2.026666666666667,down,
id_k5ne89k5ts,id_k5ne89k5ts.wav,2.118,go,id_k5ne89k5ts.wav
id_egx3dfjtb1,id_egx3dfjtb1.wav,1.984,up,
id_l8jv30mnka,id_l8jv30mnka.wav,2.133,yes,id_l8jv30mnka.wav
id_2wff1zzafh,id_2wff1zzafh.wav,1.574,left,id_2wff1zzafh.wav
id_pyshuxaxdc,id_pyshuxaxdc.wav,2.667,go,
id_3bfru5vaei,id_3bfru5vaei.wav,1.674,yes,id_3bfru5vaei.wav
id_rli3mg733g,id_rli3mg733g.wav,1.574,left,id_rli3mg733g.wav
id_0r55oswovf,id_0r55oswovf.wav,1.899,left,id_0r55oswovf.wav
id_78p028uz7g,id_78p028uz7g.wav,2.261,right,id_78p028uz7g.wav
id_345ralyg9c,id_345ralyg9c.wav,2.178,right,id_345ralyg9c.wav
id_khs7d1csg1,id_khs7d1csg1.wav,1.078,up,id_khs7d1csg1.wav
id_e8cfz6jeh7,id_e8cfz6jeh7.wav,1.078,up,id_e8cfz6jeh7.wav
id_hth2oc2yd8,id_hth2oc2yd8.wav,2.118,go,id_hth2oc2yd8.wav
id_3hedigukdx,id_3hedigukdx.wav,1.578,up,id_3hedigukdx.wav
id_9qknm7qqi8,id_9qknm7qqi8.wav,1.974,left,id_9qknm7qqi8.wav
id_7audcs9pnz,id_7audcs9pnz.wav,1.138,stop,id_7audcs9pnz.wav
id_kgdwfp2eop,id_kgdwfp2eop.wav,1.664,no,
id_u4rnrxolod,id_u4rnrxolod.wav,1.934,right,id_u4rnrxolod.wav
id_wwijombnde,id_wwijombnde.wav,1.574,left,id_wwijombnde.wav
id_waboml35t0,id_waboml35t0.wav,1.554,up,id_waboml35t0.wav
id_0sak1i8sf8,id_0sak1i8sf8.wav,2.274,go,id_0sak1i8sf8.wav
id_pweszejcel,id_pweszejcel.wav,1.238,right,id_pweszejcel.wav
id_zthtm967x0,id_zthtm967x0.wav,1.078,up,id_zthtm967x0.wav
id_ctdvcx8lxk,id_ctdvcx8lxk.wav,2.074,no,id_ctdvcx8lxk.wav
id_stgiathwi9,id_stgiathwi9.wav,1.574,left,id_stgiathwi9.wav
id_ylx72wrken,id_ylx72wrken.wav,1.478,down,id_ylx72wrken.wav
id_zwkz79l7fq,id_zwkz79l7fq.wav,1.574,left,
id_5a48p6viyk,id_5a48p6viyk.wav,1.298,no,id_5a48p6viyk.wav
id_gu21ffdiqr,id_gu21ffdiqr.wav,1.934,right,id_gu21ffdiqr.wav
id_lzdicme4as,id_lzdicme4as.wav,1.664,yes,id_lzdicme4as.wav
id_32sxdgb3v9,id_32sxdgb3v9.wav,2.261,right,id_32sxdgb3v9.wav
id_coczfic6oo,id_coczfic6oo.wav,1.338,left,id_coczfic6oo.wav
id_bee0imn2q1,id_bee0imn2q1.wav,1.238,right,id_bee0imn2q1.wav
id_4w58y2ns52,id_4w58y2ns52.wav,1.634,down,
id_ospv3w4wmp,id_ospv3w4wmp.wav,2.378,yes,id_ospv3w4wmp.wav
id_t8y38zzguq,id_t8y38zzguq.wav,1.578,yes,id_t8y38zzguq.wav
id_8lwy3jl3fq,id_8lwy3jl3fq.wav,2.069,no,
id_22kvnwffmp,id_22kvnwffmp.wav,2.8535,stop,id_22kvnwffmp.wav
id_a53sdwnky7,id_a53sdwnky7.wav,2.178,right,id_a53sdwnky7.wav
id_lzbzfdp58q,id_lzbzfdp58q.wav,1.674,yes,id_lzbzfdp58q.wav
id_045lg72ino,id_045lg72ino.wav,2.178,right,
id_dj8h9w43qf,id_dj8h9w43qf.wav,2.069,no,
id_nvsiheouse,id_nvsiheouse.wav,1.899,left,id_nvsiheouse.wav
id_opona2g5g3,id_opona2g5g3.wav,1.6,go,id_opona2g5g3.wav
id_hj6ffxfgx2,id_hj6ffxfgx2.wav,2.347,up,id_hj6ffxfgx2.wav
id_v4tk3ksgqn,id_v4tk3ksgqn.wav,2.074,no,id_v4tk3ksgqn.wav
id_rjkfdgsni0,id_rjkfdgsni0.wav,2.027,down,id_rjkfdgsni0.wav
id_51ua42r2sf,id_51ua42r2sf.wav,1.138,stop,id_51ua42r2sf.wav
